z_sga_grupo_programa_id;cod_grupo;nome_grupo;gestor;cod_programa;idGrupo;idPrograma;
24164;HCM;;super;fp3270;688;fp32702;1
24165;sup;;super;fp3270;2;fp32702;1
24166;HCI;;super;fp3280;808;fp32802;1
24167;HCM;;super;fp3280;688;fp32802;1
24168;sup;;super;fp3280;2;fp32802;1
24169;HCI;;super;fp3290;808;fp32902;1
24170;HCM;;super;fp3290;688;fp32902;1
24171;sup;;super;fp3290;2;fp32902;1
24172;HCI;;super;fp3300;808;fp33002;1
24173;HCM;;super;fp3300;688;fp33002;1
24174;sup;;super;fp3300;2;fp33002;1
24175;HCI;;super;fp3305;808;fp33052;1
24176;HCM;;super;fp3305;688;fp33052;1
24177;sup;;super;fp3305;2;fp33052;1
24178;FS3;;super;fp3310;221;fp33102;1
24179;HCM;;super;fp3310;688;fp33102;1
24180;sup;;super;fp3310;2;fp33102;1
24181;HCI;;super;fp3320;808;fp33202;1
24182;HCM;;super;fp3320;688;fp33202;1
24183;sup;;super;fp3320;2;fp33202;1
24184;HCI;;super;fp3320a;808;fp3320a2;1
24185;HCM;;super;fp3320a;688;fp3320a2;1
24186;sup;;super;fp3320a;2;fp3320a2;1
24187;HCI;;super;fp3340;808;fp33402;1
24188;HCM;;super;fp3340;688;fp33402;1
24189;sup;;super;fp3340;2;fp33402;1
24190;HCI;;super;FP3340A;808;FP3340A2;1
24191;HCM;;super;FP3340A;688;FP3340A2;1
24192;sup;;super;FP3340A;2;FP3340A2;1
24193;HCI;;super;fp3341;808;fp33412;1
24194;HCM;;super;fp3341;688;fp33412;1
24195;sup;;super;fp3341;2;fp33412;1
24196;HCI;;super;fp3342;808;fp33422;1
24197;HCM;;super;fp3342;688;fp33422;1
24198;sup;;super;fp3342;2;fp33422;1
24199;sup;;super;FP3350;2;FP33502;1
24200;HCI;;super;fp3360;808;fp33602;1
24201;HCM;;super;fp3360;688;fp33602;1
24202;sup;;super;fp3360;2;fp33602;1
24203;HCI;;super;FP3370;808;FP33702;1
24204;HCM;;super;FP3370;688;FP33702;1
24205;sup;;super;FP3370;2;FP33702;1
24206;HCI;;super;fp3390;808;fp33902;1
24207;HCM;;super;fp3390;688;fp33902;1
24208;sup;;super;fp3390;2;fp33902;1
24209;HCI;;super;fp3400;808;fp34002;1
24210;HCM;;super;fp3400;688;fp34002;1
24211;sup;;super;fp3400;2;fp34002;1
24212;HCI;;super;fp3405;808;fp34052;1
24213;HCM;;super;fp3405;688;fp34052;1
24214;sup;;super;fp3405;2;fp34052;1
24215;HCI;;super;FP3410;808;FP34102;1
24216;HCM;;super;FP3410;688;FP34102;1
24217;sup;;super;FP3410;2;FP34102;1
24218;sup;;super;fp3410rp;2;fp3410rp2;1
24219;HCI;;super;fp3420;808;fp34202;1
24220;HCM;;super;fp3420;688;fp34202;1
24221;sup;;super;fp3420;2;fp34202;1
24222;HCI;;super;fp3430;808;fp34302;1
24223;HCM;;super;fp3430;688;fp34302;1
24224;sup;;super;fp3430;2;fp34302;1
24225;HCI;;super;fp3440;808;fp34402;1
24226;HCM;;super;fp3440;688;fp34402;1
24227;sup;;super;fp3440;2;fp34402;1
24228;sup;;super;fp3450;2;fp34502;1
24229;HCI;;super;fp3452;808;fp34522;1
24230;HCM;;super;fp3452;688;fp34522;1
24231;sup;;super;fp3452;2;fp34522;1
24232;sup;;super;fp3460;2;fp34602;1
24233;HCI;;super;fp3461;808;fp34612;1
24234;HCM;;super;fp3461;688;fp34612;1
24235;sup;;super;fp3461;2;fp34612;1
24236;HCI;;super;fp3462;808;fp34622;1
24237;HCM;;super;fp3462;688;fp34622;1
24238;sup;;super;fp3462;2;fp34622;1
24239;HCI;;super;fp3480;808;fp34802;1
24240;HCM;;super;fp3480;688;fp34802;1
24241;sup;;super;fp3480;2;fp34802;1
24242;HCI;;super;fp3482;808;fp34822;1
24243;HCM;;super;fp3482;688;fp34822;1
24244;sup;;super;fp3482;2;fp34822;1
24245;HCI;;super;fp3500;808;fp35002;1
24246;HCM;;super;fp3500;688;fp35002;1
24247;sup;;super;fp3500;2;fp35002;1
24248;HCI;;super;fp3500a;808;fp3500a2;1
24249;HCM;;super;fp3500a;688;fp3500a2;1
24250;sup;;super;fp3500a;2;fp3500a2;1
24251;HCI;;super;fp3501;808;fp35012;1
24252;HCM;;super;fp3501;688;fp35012;1
24253;sup;;super;fp3501;2;fp35012;1
24254;HCI;;super;fp3520;808;fp35202;1
24255;HCM;;super;fp3520;688;fp35202;1
24256;sup;;super;fp3520;2;fp35202;1
24257;HCI;;super;fp3521;808;fp35212;1
24258;HCM;;super;fp3521;688;fp35212;1
24259;sup;;super;fp3521;2;fp35212;1
24260;HCI;;super;fp3522;808;fp35222;1
24261;HCM;;super;fp3522;688;fp35222;1
24262;sup;;super;fp3522;2;fp35222;1
24263;HCI;;super;fp3530;808;fp35302;1
24264;HCM;;super;fp3530;688;fp35302;1
24265;sup;;super;fp3530;2;fp35302;1
24266;HCI;;super;fp3540;808;fp35402;1
24267;HCM;;super;fp3540;688;fp35402;1
24268;sup;;super;fp3540;2;fp35402;1
24269;HCI;;super;fp3550;808;fp35502;1
24270;HCM;;super;fp3550;688;fp35502;1
24271;sup;;super;fp3550;2;fp35502;1
24272;HCI;;super;fp3560;808;fp35602;1
24273;HCM;;super;fp3560;688;fp35602;1
24274;sup;;super;fp3560;2;fp35602;1
24275;HCI;;super;fp3580;808;fp35802;1
24276;HCM;;super;fp3580;688;fp35802;1
24277;sup;;super;fp3580;2;fp35802;1
24278;HCI;;super;fp3595;808;fp35952;1
24279;HCM;;super;fp3595;688;fp35952;1
24280;sup;;super;fp3595;2;fp35952;1
24281;HCI;;super;fp3600;808;fp36002;1
24282;HCM;;super;fp3600;688;fp36002;1
24283;sup;;super;fp3600;2;fp36002;1
24284;HCI;;super;fp3610;808;fp36102;1
24285;HCM;;super;fp3610;688;fp36102;1
24286;sup;;super;fp3610;2;fp36102;1
24287;HCI;;super;fp3640;808;fp36402;1
24288;HCM;;super;fp3640;688;fp36402;1
24289;sup;;super;fp3640;2;fp36402;1
24290;HCI;;super;fp3650;808;fp36502;1
24291;HCM;;super;fp3650;688;fp36502;1
24292;sup;;super;fp3650;2;fp36502;1
24293;HCI;;super;fp3660;808;fp36602;1
24294;HCM;;super;fp3660;688;fp36602;1
24295;sup;;super;fp3660;2;fp36602;1
24296;HCI;;super;fp3670;808;fp36702;1
24297;HCM;;super;fp3670;688;fp36702;1
24298;sup;;super;fp3670;2;fp36702;1
24299;HCI;;super;fp3671;808;fp36712;1
24300;HCM;;super;fp3671;688;fp36712;1
24301;sup;;super;fp3671;2;fp36712;1
24302;HCI;;super;fp3675;808;fp36752;1
24303;HCM;;super;fp3675;688;fp36752;1
24304;sup;;super;fp3675;2;fp36752;1
24305;HCI;;super;fp3680;808;fp36802;1
24306;HCM;;super;fp3680;688;fp36802;1
24307;sup;;super;fp3680;2;fp36802;1
24308;HCI;;super;fp3690;808;fp36902;1
24309;HCM;;super;fp3690;688;fp36902;1
24310;sup;;super;fp3690;2;fp36902;1
24311;HCI;;super;fp3700;808;fp37002;1
24312;HCM;;super;fp3700;688;fp37002;1
24313;sup;;super;fp3700;2;fp37002;1
24314;HCI;;super;fp3720;808;fp37202;1
24315;HCM;;super;fp3720;688;fp37202;1
24316;sup;;super;fp3720;2;fp37202;1
24317;HCI;;super;fp3721;808;fp37212;1
24318;HCM;;super;fp3721;688;fp37212;1
24319;sup;;super;fp3721;2;fp37212;1
24320;HCI;;super;fp3722;808;fp37222;1
24321;HCM;;super;fp3722;688;fp37222;1
24322;sup;;super;fp3722;2;fp37222;1
24323;HCI;;super;fp3723;808;fp37232;1
24324;HCM;;super;fp3723;688;fp37232;1
24325;sup;;super;fp3723;2;fp37232;1
24326;HCI;;super;fp3724;808;fp37242;1
24327;HCM;;super;fp3724;688;fp37242;1
24328;sup;;super;fp3724;2;fp37242;1
24329;HCI;;super;fp3725;808;fp37252;1
24330;HCM;;super;fp3725;688;fp37252;1
24331;sup;;super;fp3725;2;fp37252;1
24332;HCI;;super;fp3730;808;fp37302;1
24333;HCM;;super;fp3730;688;fp37302;1
24334;sup;;super;fp3730;2;fp37302;1
24335;HCI;;super;fp3740;808;fp37402;1
24336;HCM;;super;fp3740;688;fp37402;1
24337;sup;;super;fp3740;2;fp37402;1
24338;HCI;;super;fp3750;808;fp37502;1
24339;HCM;;super;fp3750;688;fp37502;1
24340;sup;;super;fp3750;2;fp37502;1
24341;HCI;;super;fp3761;808;fp37612;1
24342;HCM;;super;fp3761;688;fp37612;1
24343;sup;;super;fp3761;2;fp37612;1
24344;HCI;;super;fp3781;808;fp37812;1
24345;HCM;;super;fp3781;688;fp37812;1
24346;sup;;super;fp3781;2;fp37812;1
24347;HCI;;super;fp3790;808;fp37902;1
24348;HCM;;super;fp3790;688;fp37902;1
24349;sup;;super;fp3790;2;fp37902;1
24350;HCI;;super;fp3800;808;fp38002;1
24351;HCM;;super;fp3800;688;fp38002;1
24352;sup;;super;fp3800;2;fp38002;1
24353;HCI;;super;fp3800a;808;fp3800a2;1
24354;HCM;;super;fp3800a;688;fp3800a2;1
24355;sup;;super;fp3800a;2;fp3800a2;1
24356;HCI;;super;fp3801;808;fp38012;1
24357;HCM;;super;fp3801;688;fp38012;1
24358;sup;;super;fp3801;2;fp38012;1
24359;HCI;;super;fp3802;808;fp38022;1
24360;HCM;;super;fp3802;688;fp38022;1
24361;sup;;super;fp3802;2;fp38022;1
24362;HCI;;super;fp3810;808;fp38102;1
24363;HCM;;super;fp3810;688;fp38102;1
24364;sup;;super;fp3810;2;fp38102;1
24365;HCI;;super;fp3811;808;fp38112;1
24366;HCM;;super;fp3811;688;fp38112;1
24367;sup;;super;fp3811;2;fp38112;1
24368;HCI;;super;fp3812;808;fp38122;1
24369;HCM;;super;fp3812;688;fp38122;1
24370;sup;;super;fp3812;2;fp38122;1
24371;HCI;;super;fp3821;808;fp38212;1
24372;HCM;;super;fp3821;688;fp38212;1
24373;sup;;super;fp3821;2;fp38212;1
24374;HCI;;super;fp3841;808;fp38412;1
24375;HCM;;super;fp3841;688;fp38412;1
24376;sup;;super;fp3841;2;fp38412;1
24377;HCI;;super;fp3860;808;fp38602;1
24378;HCM;;super;fp3860;688;fp38602;1
24379;sup;;super;fp3860;2;fp38602;1
24380;HCI;;super;fp3860a;808;fp3860a2;1
24381;HCM;;super;fp3860a;688;fp3860a2;1
24382;sup;;super;fp3860a;2;fp3860a2;1
24383;HCI;;super;fp3861;808;fp38612;1
24384;HCM;;super;fp3861;688;fp38612;1
24385;sup;;super;fp3861;2;fp38612;1
24386;HCI;;super;fp3862;808;fp38622;1
24387;HCM;;super;fp3862;688;fp38622;1
24388;sup;;super;fp3862;2;fp38622;1
24389;HCI;;super;fp3862a;808;fp3862a2;1
24390;HCM;;super;fp3862a;688;fp3862a2;1
24391;sup;;super;fp3862a;2;fp3862a2;1
24392;HCI;;super;fp4000;808;fp40002;1
24393;HCM;;super;fp4000;688;fp40002;1
24394;sup;;super;fp4000;2;fp40002;1
24395;HCI;;super;fp4010;808;fp40102;1
24396;HCM;;super;fp4010;688;fp40102;1
24397;sup;;super;fp4010;2;fp40102;1
24398;HCI;;super;fp4020;808;fp40202;1
24399;HCM;;super;fp4020;688;fp40202;1
24400;sup;;super;fp4020;2;fp40202;1
24401;HCI;;super;fp4030;808;fp40302;1
24402;HCM;;super;fp4030;688;fp40302;1
24403;sup;;super;fp4030;2;fp40302;1
24404;Con;;super;fp4040;66;fp40402;1
24405;HCI;;super;fp4040;808;fp40402;1
24406;HCM;;super;fp4040;688;fp40402;1
24407;sup;;super;fp4040;2;fp40402;1
24408;HCI;;super;fp4050;808;fp40502;1
24409;HCM;;super;fp4050;688;fp40502;1
24410;sup;;super;fp4050;2;fp40502;1
24411;HCI;;super;fp4051;808;fp40512;1
24412;HCM;;super;fp4051;688;fp40512;1
24413;sup;;super;fp4051;2;fp40512;1
24414;HCI;;super;fp4060;808;fp40602;1
24415;HCM;;super;fp4060;688;fp40602;1
24416;sup;;super;fp4060;2;fp40602;1
24417;HCI;;super;fp4061;808;fp40612;1
24418;HCM;;super;fp4061;688;fp40612;1
24419;sup;;super;fp4061;2;fp40612;1
24420;HCI;;super;fp4070;808;fp40702;1
24421;HCM;;super;fp4070;688;fp40702;1
24422;sup;;super;fp4070;2;fp40702;1
24423;HCI;;super;fp4080;808;fp40802;1
24424;HCM;;super;fp4080;688;fp40802;1
24425;sup;;super;fp4080;2;fp40802;1
24426;HCI;;super;fp4090;808;fp40902;1
24427;HCM;;super;fp4090;688;fp40902;1
24428;sup;;super;fp4090;2;fp40902;1
24429;HCI;;super;fp4100;808;fp41002;1
24430;HCM;;super;fp4100;688;fp41002;1
24431;sup;;super;fp4100;2;fp41002;1
24432;HCI;;super;fp4120;808;fp41202;1
24433;HCM;;super;fp4120;688;fp41202;1
24434;sup;;super;fp4120;2;fp41202;1
24435;HCI;;super;fp4130;808;fp41302;1
24436;HCM;;super;fp4130;688;fp41302;1
24437;sup;;super;fp4130;2;fp41302;1
24438;HCI;;super;fp4140;808;fp41402;1
24439;HCM;;super;fp4140;688;fp41402;1
24440;sup;;super;fp4140;2;fp41402;1
24441;HCI;;super;fp4150;808;fp41502;1
24442;HCM;;super;fp4150;688;fp41502;1
24443;sup;;super;fp4150;2;fp41502;1
24444;sup;;super;fp4155;2;fp41552;1
24445;HCI;;super;fp4160;808;fp41602;1
24446;HCM;;super;fp4160;688;fp41602;1
24447;sup;;super;fp4160;2;fp41602;1
24448;HCI;;super;fp4170;808;fp41702;1
24449;HCM;;super;fp4170;688;fp41702;1
24450;sup;;super;fp4170;2;fp41702;1
24451;HCI;;super;fp4180;808;fp41802;1
24452;HCM;;super;fp4180;688;fp41802;1
24453;sup;;super;fp4180;2;fp41802;1
24454;HCI;;super;fp4200;808;fp42002;1
24455;HCM;;super;fp4200;688;fp42002;1
24456;sup;;super;fp4200;2;fp42002;1
24457;HCI;;super;fp4220;808;fp42202;1
24458;HCM;;super;fp4220;688;fp42202;1
24459;sup;;super;fp4220;2;fp42202;1
24460;sup;;super;FP4230;2;FP42302;1
24461;sup;;super;fp4250;2;fp42502;1
24462;HCI;;super;fp4260;808;fp42602;1
24463;HCM;;super;fp4260;688;fp42602;1
24464;sup;;super;fp4260;2;fp42602;1
24465;HCI;;super;fp4310;808;fp43102;1
24466;HCM;;super;fp4310;688;fp43102;1
24467;sup;;super;fp4310;2;fp43102;1
24468;HCI;;super;fp4311;808;fp43112;1
24469;HCM;;super;fp4311;688;fp43112;1
24470;sup;;super;fp4311;2;fp43112;1
24471;HCI;;super;fp4312;808;fp43122;1
24472;HCM;;super;fp4312;688;fp43122;1
24473;sup;;super;fp4312;2;fp43122;1
24474;HCI;;super;fp4320;808;fp43202;1
24475;HCM;;super;fp4320;688;fp43202;1
24476;sup;;super;fp4320;2;fp43202;1
24477;HCI;;super;fp4321;808;fp43212;1
24478;HCM;;super;fp4321;688;fp43212;1
24479;sup;;super;fp4321;2;fp43212;1
24480;HCI;;super;fp4322;808;fp43222;1
24481;HCM;;super;fp4322;688;fp43222;1
24482;sup;;super;fp4322;2;fp43222;1
24483;BS1;;super;fp4330;836;fp43302;1
24484;HCI;;super;fp4330;808;fp43302;1
24485;HCM;;super;fp4330;688;fp43302;1
24486;sup;;super;fp4330;2;fp43302;1
24487;HCI;;super;fp4331;808;fp43312;1
24488;HCM;;super;fp4331;688;fp43312;1
24489;sup;;super;fp4331;2;fp43312;1
24490;HCI;;super;fp4332;808;fp43322;1
24491;HCM;;super;fp4332;688;fp43322;1
24492;sup;;super;fp4332;2;fp43322;1
24493;HCI;;super;fp4340;808;fp43402;1
24494;HCM;;super;fp4340;688;fp43402;1
24495;sup;;super;fp4340;2;fp43402;1
24496;HCI;;super;fp4341;808;fp43412;1
24497;HCM;;super;fp4341;688;fp43412;1
24498;sup;;super;fp4341;2;fp43412;1
24499;HCI;;super;fp4342;808;fp43422;1
24500;HCM;;super;fp4342;688;fp43422;1
24501;sup;;super;fp4342;2;fp43422;1
24502;HCI;;super;fp4350;808;fp43502;1
24503;HCM;;super;fp4350;688;fp43502;1
24504;sup;;super;fp4350;2;fp43502;1
24505;HCI;;super;fp4351;808;fp43512;1
24506;HCM;;super;fp4351;688;fp43512;1
24507;sup;;super;fp4351;2;fp43512;1
24508;HCI;;super;fp4352;808;fp43522;1
24509;HCM;;super;fp4352;688;fp43522;1
24510;sup;;super;fp4352;2;fp43522;1
24511;HCI;;super;fp4360;808;fp43602;1
24512;HCM;;super;fp4360;688;fp43602;1
24513;sup;;super;fp4360;2;fp43602;1
24514;HCI;;super;fp4361;808;fp43612;1
24515;HCM;;super;fp4361;688;fp43612;1
24516;sup;;super;fp4361;2;fp43612;1
24517;HCI;;super;fp4362;808;fp43622;1
24518;HCM;;super;fp4362;688;fp43622;1
24519;sup;;super;fp4362;2;fp43622;1
24520;BS1;;super;fp4370;836;fp43702;1
24521;HCI;;super;fp4370;808;fp43702;1
24522;HCM;;super;fp4370;688;fp43702;1
24523;sup;;super;fp4370;2;fp43702;1
24524;BS1;;super;fp4370a;836;fp4370a2;1
24525;HCI;;super;fp4370a;808;fp4370a2;1
24526;HCM;;super;fp4370a;688;fp4370a2;1
24527;sup;;super;fp4370a;2;fp4370a2;1
24528;BS1;;super;fp4370b;836;fp4370b2;1
24529;HCI;;super;fp4370b;808;fp4370b2;1
24530;HCM;;super;fp4370b;688;fp4370b2;1
24531;sup;;super;fp4370b;2;fp4370b2;1
24532;Con;;super;fp4371;66;fp43712;1
24533;HCI;;super;fp4371;808;fp43712;1
24534;HCM;;super;fp4371;688;fp43712;1
24535;sup;;super;fp4371;2;fp43712;1
24536;Con;;super;fp4372;66;fp43722;1
24537;HCI;;super;fp4372;808;fp43722;1
24538;HCM;;super;fp4372;688;fp43722;1
24539;sup;;super;fp4372;2;fp43722;1
24540;HCI;;super;fp4410;808;fp44102;1
24541;HCM;;super;fp4410;688;fp44102;1
24542;sup;;super;fp4410;2;fp44102;1
24543;BS1;;super;fp4420;836;fp44202;1
24544;HCI;;super;fp4420;808;fp44202;1
24545;HCM;;super;fp4420;688;fp44202;1
24546;sup;;super;fp4420;2;fp44202;1
24547;HCI;;super;fp4430;808;fp44302;1
24548;HCM;;super;fp4430;688;fp44302;1
24549;sup;;super;fp4430;2;fp44302;1
24550;ASB;;super;fp4440;888;fp44402;1
24551;BS1;;super;fp4440;836;fp44402;1
24552;HCI;;super;fp4440;808;fp44402;1
24553;HCM;;super;fp4440;688;fp44402;1
24554;sup;;super;fp4440;2;fp44402;1
24555;HCI;;super;fp4450;808;fp44502;1
24556;HCM;;super;fp4450;688;fp44502;1
24557;sup;;super;fp4450;2;fp44502;1
24558;HCI;;super;fp4460;808;fp44602;1
24559;HCM;;super;fp4460;688;fp44602;1
24560;sup;;super;fp4460;2;fp44602;1
24561;HCI;;super;fp4510;808;fp45102;1
24562;HCM;;super;fp4510;688;fp45102;1
24563;sup;;super;fp4510;2;fp45102;1
24564;HCI;;super;fp4590;808;fp45902;1
24565;HCM;;super;fp4590;688;fp45902;1
24566;sup;;super;fp4590;2;fp45902;1
24567;HCI;;super;fp4600;808;fp46002;1
24568;HCM;;super;fp4600;688;fp46002;1
24569;sup;;super;fp4600;2;fp46002;1
24570;HCI;;super;fp4610;808;fp46102;1
24571;HCM;;super;fp4610;688;fp46102;1
24572;RPA;;super;fp4610;931;fp46102;1
24573;sup;;super;fp4610;2;fp46102;1
24574;HCI;;super;fp4620;808;fp46202;1
24575;HCM;;super;fp4620;688;fp46202;1
24576;RPA;;super;fp4620;931;fp46202;1
24577;sup;;super;fp4620;2;fp46202;1
24578;HCI;;super;fp4630;808;fp46302;1
24579;HCM;;super;fp4630;688;fp46302;1
24580;sup;;super;fp4630;2;fp46302;1
24581;HCI;;super;fp4640;808;fp46402;1
24582;HCM;;super;fp4640;688;fp46402;1
24583;RPA;;super;fp4640;931;fp46402;1
24584;sup;;super;fp4640;2;fp46402;1
24585;HCI;;super;fp4650;808;fp46502;1
24586;HCM;;super;fp4650;688;fp46502;1
24587;sup;;super;fp4650;2;fp46502;1
24588;HCI;;super;fp4660;808;fp46602;1
24589;HCM;;super;fp4660;688;fp46602;1
24590;sup;;super;fp4660;2;fp46602;1
24591;HCI;;super;fp4670;808;fp46702;1
24592;HCM;;super;fp4670;688;fp46702;1
24593;sup;;super;fp4670;2;fp46702;1
24594;HCI;;super;fp4671;808;fp46712;1
24595;HCM;;super;fp4671;688;fp46712;1
24596;sup;;super;fp4671;2;fp46712;1
24597;HCI;;super;fp4672;808;fp46722;1
24598;HCM;;super;fp4672;688;fp46722;1
24599;sup;;super;fp4672;2;fp46722;1
24600;HCI;;super;fp5000;808;fp50002;1
24601;HCM;;super;fp5000;688;fp50002;1
24602;sup;;super;fp5000;2;fp50002;1
24603;HCI;;super;fp5020;808;fp50202;1
24604;HCM;;super;fp5020;688;fp50202;1
24605;sup;;super;fp5020;2;fp50202;1
24606;HCI;;super;fp5030;808;fp50302;1
24607;HCM;;super;fp5030;688;fp50302;1
24608;sup;;super;fp5030;2;fp50302;1
24609;HCI;;super;fp5030a;808;fp5030a2;1
24610;HCM;;super;fp5030a;688;fp5030a2;1
24611;sup;;super;fp5030a;2;fp5030a2;1
24612;HCI;;super;fp5030b;808;fp5030b2;1
24613;HCM;;super;fp5030b;688;fp5030b2;1
24614;sup;;super;fp5030b;2;fp5030b2;1
24615;HCI;;super;fp5030c;808;fp5030c2;1
24616;HCM;;super;fp5030c;688;fp5030c2;1
24617;sup;;super;fp5030c;2;fp5030c2;1
24618;HCI;;super;fp5030d;808;fp5030d2;1
24619;HCM;;super;fp5030d;688;fp5030d2;1
24620;sup;;super;fp5030d;2;fp5030d2;1
24621;HCI;;super;fp5040;808;fp50402;1
24622;HCM;;super;fp5040;688;fp50402;1
24623;sup;;super;fp5040;2;fp50402;1
24624;HCI;;super;fp5050;808;fp50502;1
24625;HCM;;super;fp5050;688;fp50502;1
24626;sup;;super;fp5050;2;fp50502;1
24627;HCI;;super;fp5060;808;fp50602;1
24628;HCM;;super;fp5060;688;fp50602;1
24629;sup;;super;fp5060;2;fp50602;1
24630;HCI;;super;fp5080;808;fp50802;1
24631;HCM;;super;fp5080;688;fp50802;1
24632;sup;;super;fp5080;2;fp50802;1
24633;HCI;;super;fp5100;808;fp51002;1
24634;HCM;;super;fp5100;688;fp51002;1
24635;sup;;super;fp5100;2;fp51002;1
24636;HCI;;super;fp5120;808;fp51202;1
24637;HCM;;super;fp5120;688;fp51202;1
24638;sup;;super;fp5120;2;fp51202;1
24639;HCI;;super;fp5140;808;fp51402;1
24640;HCM;;super;fp5140;688;fp51402;1
24641;sup;;super;fp5140;2;fp51402;1
24642;HCI;;super;fp5160;808;fp51602;1
24643;HCM;;super;fp5160;688;fp51602;1
24644;sup;;super;fp5160;2;fp51602;1
24645;HCI;;super;fp5200;808;fp52002;1
24646;HCM;;super;fp5200;688;fp52002;1
24647;sup;;super;fp5200;2;fp52002;1
24648;HCI;;super;fp5220;808;fp52202;1
24649;HCM;;super;fp5220;688;fp52202;1
24650;sup;;super;fp5220;2;fp52202;1
24651;HCI;;super;fp5240;808;fp52402;1
24652;HCM;;super;fp5240;688;fp52402;1
24653;sup;;super;fp5240;2;fp52402;1
24654;HCI;;super;fp5250;808;fp52502;1
24655;HCM;;super;fp5250;688;fp52502;1
24656;sup;;super;fp5250;2;fp52502;1
24657;HCI;;super;fp5260;808;fp52602;1
24658;HCM;;super;fp5260;688;fp52602;1
24659;sup;;super;fp5260;2;fp52602;1
24660;HCI;;super;fp5270;808;fp52702;1
24661;HCM;;super;fp5270;688;fp52702;1
24662;sup;;super;fp5270;2;fp52702;1
24663;HCI;;super;fp5280;808;fp52802;1
24664;HCM;;super;fp5280;688;fp52802;1
24665;sup;;super;fp5280;2;fp52802;1
24666;HCI;;super;fp5290;808;fp52902;1
24667;HCM;;super;fp5290;688;fp52902;1
24668;sup;;super;fp5290;2;fp52902;1
24669;HCI;;super;fp5300;808;fp53002;1
24670;HCM;;super;fp5300;688;fp53002;1
24671;sup;;super;fp5300;2;fp53002;1
24672;HCI;;super;fp5301;808;fp53012;1
24673;HCM;;super;fp5301;688;fp53012;1
24674;sup;;super;fp5301;2;fp53012;1
24675;HCI;;super;fp5320;808;fp53202;1
24676;HCM;;super;fp5320;688;fp53202;1
24677;sup;;super;fp5320;2;fp53202;1
24678;HCI;;super;fp5340;808;fp53402;1
24679;HCM;;super;fp5340;688;fp53402;1
24680;sup;;super;fp5340;2;fp53402;1
24681;HCI;;super;fp5340a;808;fp5340a2;1
24682;HCM;;super;fp5340a;688;fp5340a2;1
24683;sup;;super;fp5340a;2;fp5340a2;1
24684;HCI;;super;fp5380;808;fp53802;1
24685;HCM;;super;fp5380;688;fp53802;1
24686;sup;;super;fp5380;2;fp53802;1
24687;HCI;;super;fp5381;808;fp53812;1
24688;HCM;;super;fp5381;688;fp53812;1
24689;sup;;super;fp5381;2;fp53812;1
24690;HCI;;super;fp5390;808;fp53902;1
24691;HCM;;super;fp5390;688;fp53902;1
24692;sup;;super;fp5390;2;fp53902;1
24693;HCI;;super;fp5391;808;fp53912;1
24694;HCM;;super;fp5391;688;fp53912;1
24695;sup;;super;fp5391;2;fp53912;1
24696;tre;;super;fp5391;63;fp53912;1
24697;HCI;;super;FP5400;808;FP54002;1
24698;HCM;;super;FP5400;688;FP54002;1
24699;sup;;super;FP5400;2;FP54002;1
24700;HCI;;super;fp5540;808;fp55402;1
24701;HCM;;super;fp5540;688;fp55402;1
24702;sup;;super;fp5540;2;fp55402;1
24703;HCI;;super;fp5545;808;fp55452;1
24704;HCM;;super;fp5545;688;fp55452;1
24705;sup;;super;fp5545;2;fp55452;1
24706;HCI;;super;fp5545a;808;fp5545a2;1
24707;HCM;;super;fp5545a;688;fp5545a2;1
24708;sup;;super;fp5545a;2;fp5545a2;1
24709;HCI;;super;fp5546;808;fp55462;1
24710;HCM;;super;fp5546;688;fp55462;1
24711;sup;;super;fp5546;2;fp55462;1
24712;HCI;;super;fp5546a;808;fp5546a2;1
24713;HCM;;super;fp5546a;688;fp5546a2;1
24714;sup;;super;fp5546a;2;fp5546a2;1
24715;HCI;;super;fp5547;808;fp55472;1
24716;HCM;;super;fp5547;688;fp55472;1
24717;sup;;super;fp5547;2;fp55472;1
24718;HCI;;super;fp5547a;808;fp5547a2;1
24719;HCM;;super;fp5547a;688;fp5547a2;1
24720;sup;;super;fp5547a;2;fp5547a2;1
24721;sup;;super;fp5547rp;2;fp5547rp2;1
24722;HCI;;super;fp5548;808;fp55482;1
24723;HCM;;super;fp5548;688;fp55482;1
24724;sup;;super;fp5548;2;fp55482;1
24725;HCI;;super;fp5548a;808;fp5548a2;1
24726;HCM;;super;fp5548a;688;fp5548a2;1
24727;sup;;super;fp5548a;2;fp5548a2;1
24728;HCI;;super;fp5549;808;fp55492;1
24729;HCM;;super;fp5549;688;fp55492;1
24730;sup;;super;fp5549;2;fp55492;1
24731;HCI;;super;FP5560;808;FP55602;1
24732;HCM;;super;FP5560;688;FP55602;1
24733;sup;;super;FP5560;2;FP55602;1
24734;sup;;super;FP5560V;2;FP5560V2;1
24735;HCI;;super;fp5570;808;fp55702;1
24736;HCM;;super;fp5570;688;fp55702;1
24737;sup;;super;fp5570;2;fp55702;1
24738;HCI;;super;fp5590;808;fp55902;1
24739;HCM;;super;fp5590;688;fp55902;1
24740;sup;;super;fp5590;2;fp55902;1
24741;HCI;;super;fp5590a;808;fp5590a2;1
24742;HCM;;super;fp5590a;688;fp5590a2;1
24743;sup;;super;fp5590a;2;fp5590a2;1
24744;HCI;;super;fp5595;808;fp55952;1
